imagen_mosaico,bathrooms,bedrooms,area,zipcode,price
285.png,2.346598601447901,1.397499030172206,1.1849961648416911,0.2719505099019119,589900
348.png,-0.6682429077167027,-1.186586158107046,-0.7552973741674031,0.1873786735043347,106000
441.png,0.3367042620048318,0.5361373007457887,-0.6042223300947253,0.360162855813292,639000
422.png,0.3367042620048318,0.5361373007457887,0.0727571917228418,0.360162855813292,5858000
150.png,1.8441250165871328,0.5361373007457887,1.3662862177289048,0.2435265317749116,1795000
193.png,-0.6682429077167027,-0.3252244286806287,-0.7144662811747875,0.4989222761278599,949000
511.png,0.3367042620048318,0.5361373007457887,-0.6197381454319192,0.2610289813605029,850000
366.png,-0.6682429077167027,-1.186586158107046,-1.147275866896513,0.1873786735043347,79900
532.png,0.8391778468655989,0.5361373007457887,5.856073203196919,0.5031228640284018,460000
239.png,0.3367042620048318,1.397499030172206,0.6819570991726669,0.2719505099019119,568000
408.png,-0.6682429077167027,-0.3252244286806287,-0.7552973741674031,0.1873786735043347,169900
70.png,1.8441250165871328,0.5361373007457887,1.1229329034929156,-4.016989756148065,339900
377.png,-0.6682429077167027,-0.3252244286806287,-0.7904121141410525,0.1873786735043347,199000
319.png,-0.6682429077167027,-0.3252244286806287,-0.9218882335772748,0.360162855813292,221000
185.png,0.8391778468655989,1.397499030172206,0.4198214821600746,0.4989222761278599,1327685
466.png,-0.6682429077167027,-0.3252244286806287,-0.7316153402316861,0.3512016016254693,299900
154.png,-0.6682429077167027,0.5361373007457887,-0.3951671339725333,0.7114720238952806,245000
447.png,-0.6682429077167027,-0.3252244286806287,-0.248175199199117,0.360162855813292,529000
226.png,-0.6682429077167027,-0.3252244286806287,-0.7267156090725722,0.3042950367360846,769000
125.png,1.8441250165871328,0.5361373007457887,1.241343073171501,0.1516736763497285,825500
374.png,-0.6682429077167027,-1.186586158107046,-0.6246378765910331,0.1873786735043347,147000
375.png,-0.6682429077167027,-1.186586158107046,-0.2783902080136525,0.1873786735043347,214900
491.png,-0.6682429077167027,-0.3252244286806287,-0.2097939717860583,0.3512016016254693,439000
156.png,-0.6682429077167027,-0.3252244286806287,-0.8108276606373603,0.7114720238952806,178000
424.png,1.341651431726366,0.5361373007457887,0.7260546796046918,0.360162855813292,674900
355.png,-0.6682429077167027,-1.186586158107046,-0.3551526628397699,0.1873786735043347,164900
290.png,-1.6731900774382371,-1.186586158107046,-1.0329488065171892,0.1873786735043347,36000
471.png,0.8391778468655989,0.5361373007457887,-0.2244931652633999,0.3512016016254693,499000
463.png,-1.1707164925774698,-0.3252244286806287,-1.0492812437142356,0.3512016016254693,325000
409.png,-0.6682429077167027,-1.186586158107046,-0.7177327686141967,0.1873786735043347,154000
421.png,-0.6682429077167027,-1.186586158107046,-0.7552973741674031,0.1873786735043347,110000
20.png,0.8391778468655989,-0.3252244286806287,1.4520315130133976,-0.7941586992556253,925000
363.png,-0.6682429077167027,-1.186586158107046,-0.7552973741674031,0.1873786735043347,77000
57.png,0.3367042620048318,0.5361373007457887,-0.1558969290358057,-1.3181120300498863,439900
391.png,-0.6682429077167027,-1.186586158107046,-0.8336930727132251,0.1873786735043347,129900
266.png,1.341651431726366,2.2588607595986234,1.589223985468586,0.2719505099019119,695000
362.png,-0.6682429077167027,-0.3252244286806287,-0.951286620531958,0.1873786735043347,225000
512.png,-0.1657693228559354,-0.3252244286806287,-0.6622024821442395,0.2610289813605029,409900
365.png,-0.6682429077167027,-1.186586158107046,-0.990484469804869,0.1873786735043347,96500
26.png,1.341651431726366,0.5361373007457887,2.114311841353623,-0.7947187776423643,1290000
275.png,0.3367042620048318,-0.3252244286806287,-0.3755682093360777,0.2719505099019119,448000
43.png,-0.6682429077167027,-0.3252244286806287,-0.1730459880927042,0.991791256458111,435000
333.png,-0.6682429077167027,-1.186586158107046,-0.990484469804869,0.1873786735043347,138500
305.png,0.3367042620048318,0.5361373007457887,0.4124718854214038,0.2719505099019119,489000
294.png,-0.6682429077167027,-0.3252244286806287,-0.8140941480767696,0.1873786735043347,193000
302.png,2.346598601447901,1.397499030172206,1.3466872930924494,0.2719505099019119,542000
127.png,-0.1657693228559354,0.5361373007457887,2.968498306759142,0.2435265317749116,869000
272.png,0.3367042620048318,1.397499030172206,0.1372703186511745,0.5078835303156827,540000
357.png,-0.6682429077167027,0.5361373007457887,-0.4074164618703179,0.1873786735043347,256000
32.png,0.8391778468655989,0.5361373007457887,0.8681468832189942,-0.7956989148191574,1039000
114.png,0.3367042620048318,0.5361373007457887,-0.6140217924129531,0.1348713247475608,749900
496.png,-0.6682429077167027,-1.186586158107046,-0.9047391745203762,0.3512016016254693,380000
372.png,-0.1657693228559354,-0.3252244286806287,0.2279153450947811,0.1873786735043347,379500
483.png,-0.6682429077167027,-0.3252244286806287,-0.1362980043993502,0.3512016016254693,625000
58.png,-0.6682429077167027,-0.3252244286806287,-0.6997670876974459,-1.3181120300498863,450000
228.png,0.3367042620048318,1.397499030172206,0.6721576368544392,0.2719505099019119,567500
25.png,1.8441250165871328,0.5361373007457887,1.360569864709939,-0.7947187776423643,1345000
18.png,1.341651431726366,-0.3252244286806287,0.3128440185194217,-0.7956989148191574,725000
211.png,0.3367042620048318,1.397499030172206,0.6182605941041865,0.4989222761278599,899000
67.png,-0.1657693228559354,-0.3252244286806287,0.3144772622391263,-4.019090050098336,219500
223.png,-0.6682429077167027,-0.3252244286806287,-0.4645799920599798,0.3042950367360846,897000
407.png,-0.6682429077167027,-0.3252244286806287,-0.8075611731979511,0.1873786735043347,174900
438.png,0.3367042620048318,0.5361373007457887,1.0282047677500474,0.360162855813292,698777
178.png,-0.6682429077167027,-0.3252244286806287,-0.2342926275816277,0.4989222761278599,888000
95.png,-0.6682429077167027,-0.3252244286806287,-1.147275866896513,0.1348713247475608,65000
181.png,-1.1707164925774698,-1.186586158107046,-1.016616369320143,0.4989222761278599,435000
401.png,-0.6682429077167027,-1.186586158107046,-1.068880168350691,0.1873786735043347,68500
24.png,2.346598601447901,1.397499030172206,2.704729446026845,-0.7786165240236202,1375000
262.png,0.3367042620048318,0.5361373007457887,-0.0636186588724943,-0.094200735428658,1695000
350.png,-0.6682429077167027,-1.186586158107046,-0.5919730021969406,0.1873786735043347,104950
508.png,-1.1707164925774698,-0.3252244286806287,-0.9398539144940256,0.2610289813605029,424900
6.png,2.346598601447901,0.5361373007457887,1.8097118876287104,-0.7941586992556253,1249000
117.png,-0.6682429077167027,0.5361373007457887,-0.4849955385562876,0.1516736763497285,475000
46.png,0.3367042620048318,-0.3252244286806287,-0.1885618034298982,-1.3181120300498863,425000
479.png,-0.6682429077167027,-1.186586158107046,-1.068880168350691,0.3512016016254693,179900
300.png,1.341651431726366,1.397499030172206,0.980024078018761,0.2719505099019119,537000
17.png,0.3367042620048318,1.397499030172206,1.0984342476973463,-0.7850574254711179,740000
506.png,-0.6682429077167027,-0.3252244286806287,-0.7299820965119814,0.2610289813605029,525000
456.png,-0.6682429077167027,0.5361373007457887,-0.3665853688777023,0.360162855813292,549950
4.png,2.346598601447901,1.397499030172206,1.353220267971268,-0.7947187776423643,910000
473.png,1.341651431726366,0.5361373007457887,1.8252277029659043,0.3512016016254693,1250000
299.png,0.8391778468655989,1.397499030172206,0.640309384320199,0.2719505099019119,500000
61.png,-0.1657693228559354,-0.3252244286806287,-0.4809124292570261,-4.047093969435282,209900
111.png,0.3367042620048318,0.5361373007457887,0.744836982381295,0.1348713247475608,669000
349.png,-0.6682429077167027,-1.186586158107046,-0.8336930727132251,0.1873786735043347,67500
461.png,-0.6682429077167027,-0.3252244286806287,-0.3469864442412468,0.3512016016254693,530000
30.png,1.8441250165871328,1.397499030172206,2.012234108872084,-0.7941586992556253,1199000
219.png,-0.6682429077167027,0.5361373007457887,-0.7667300802053355,0.3042950367360846,949000
197.png,-0.6682429077167027,-1.186586158107046,-1.1195107236615345,0.4989222761278599,479000
27.png,1.8441250165871328,0.5361373007457887,0.9677747501209764,-0.7947187776423643,962500
8.png,2.346598601447901,0.5361373007457887,2.5797863014694413,-0.7941586992556253,1698000
182.png,-0.1657693228559354,-0.3252244286806287,-0.1469140885774302,0.4989222761278599,490000
494.png,1.8441250165871328,2.2588607595986234,1.6504706249575096,0.3512016016254693,759000
